x,alfa,beta,y
0.04210706180636404,3.2,1.6,0.007552407193842659
0.05177126555799688,3.2,1.6,0.011826535439820377
0.06143546930962973,3.2,1.6,0.01712833034295014
0.07109967306126258,3.2,1.6,0.023474943127282242
0.08076387681289543,3.2,1.6,0.030877942033671616
0.09042808056452828,3.2,1.6,0.03934448503222327
0.10009228431616111,3.2,1.6,0.04887811606797951
0.10975648806779395,3.2,1.6,0.05947933255543374
0.1194206918194268,3.2,1.6,0.0711460050753706
0.12908489557105965,3.2,1.6,0.08387369689720063
0.1387490993226925,3.2,1.6,0.09765591293914101
0.14841330307432535,3.2,1.6,0.1124842974199172
0.1580775068259582,3.2,1.6,0.1283487931891757
0.16774171057759102,3.2,1.6,0.14523777177069708
0.17740591432922387,3.2,1.6,0.16313814056901094
0.18707011808085672,3.2,1.6,0.18203543194970137
0.19673432183248957,3.2,1.6,0.2019138777001332
0.20639852558412242,3.2,1.6,0.22275647152557018
0.21606272933575527,3.2,1.6,0.24454502162038344
0.22572693308738812,3.2,1.6,0.2672601949013902
0.23539113683902096,3.2,1.6,0.29088155415175015
0.2450553405906538,3.2,1.6,0.31538758906667885
0.25471954434228666,3.2,1.6,0.340755741994148
0.2643837480939195,3.2,1.6,0.36696242900909753
0.27404795184555236,3.2,1.6,0.39398305683750334
0.2837121555971852,3.2,1.6,0.42179203604880433
0.293376359348818,3.2,1.6,0.4503627908560151
0.30304056310045085,3.2,1.6,0.4796677657978839
0.3127047668520837,3.2,1.6,0.5096784295235626
0.32236897060371655,3.2,1.6,0.5403652758548817
0.3320331743553494,3.2,1.6,0.5716978222626575
0.34169737810698225,3.2,1.6,0.6036446058599547
0.3513615818586151,3.2,1.6,0.6361731769857651
0.36102578561024795,3.2,1.6,0.6692500904261854
0.3706899893618808,3.2,1.6,0.7028408942961248
0.38035419311351365,3.2,1.6,0.7369101165822212
0.3900183968651465,3.2,1.6,0.7714212493264461
0.39968260061677935,3.2,1.6,0.8063367304093705
0.4093468043684122,3.2,1.6,0.8416179228718326
0.41901100812004505,3.2,1.6,0.8772250916933988
0.4286752118716779,3.2,1.6,0.9131173779251719
0.4383394156233107,3.2,1.6,0.9492527700528529
0.44800361937494354,3.2,1.6,0.9855880724430447
0.4576678231265764,3.2,1.6,1.022078870701336
0.46733202687820924,3.2,1.6,1.0586794937442305
0.4769962306298421,3.2,1.6,1.0953429723579997
0.48666043438147494,3.2,1.6,1.1320209939857204
0.4963246381331078,3.2,1.6,1.168663853448258
0.5059888418847407,3.2,1.6,1.2052203992654145
0.5156530456363735,3.2,1.6,1.241637975198907
0.5253172493880064,3.2,1.6,1.2778623565884988
0.5349814531396392,3.2,1.6,1.3138376809954377
0.544645656891272,3.2,1.6,1.3495063726020955
0.5543098606429049,3.2,1.6,1.3848090597419376
0.5639740643945377,3.2,1.6,1.4196844848479284
0.5736382681461706,3.2,1.6,1.4540694060081478
0.5833024718978034,3.2,1.6,1.4878984892021103
0.5929666756494363,3.2,1.6,1.5211041901572555
0.6026308794010691,3.2,1.6,1.5536166246082292
0.612295083152702,3.2,1.6,1.585363425557742
0.6219592869043348,3.2,1.6,1.6162695859210596
0.6316234906559677,3.2,1.6,1.6462572846798296
0.6412876944076005,3.2,1.6,1.6752456943663019
0.6509518981592334,3.2,1.6,1.7031507673353177
0.6606161019108662,3.2,1.6,1.7298849978452684
0.670280305662499,3.2,1.6,1.7553571564434542
0.6799445094141319,3.2,1.6,1.779471992514188
0.6896087131657647,3.2,1.6,1.8021299000718431
0.6992729169173976,3.2,1.6,1.8232265409299597
0.7089371206690304,3.2,1.6,1.842652418204832
0.7186013244206633,3.2,1.6,1.8602923916569325
0.7282655281722961,3.2,1.6,1.8760251245553508
0.737929731923929,3.2,1.6,1.8897224494620495
0.7475939356755618,3.2,1.6,1.9012486374300461
0.7572581394271947,3.2,1.6,1.9104595513968388
0.7669223431788275,3.2,1.6,1.9172016597630146
0.7765865469304604,3.2,1.6,1.9213108799031409
0.7862507506820932,3.2,1.6,1.9226112131378723
0.7959149544337261,3.2,1.6,1.9209131217565443
0.8055791581853589,3.2,1.6,1.9160115839405225
0.8152433619369918,3.2,1.6,1.9076837423176765
0.8249075656886246,3.2,1.6,1.8956860340173969
0.8345717694402573,3.2,1.6,1.8797506509055457
0.8442359731918903,3.2,1.6,1.8595811225933618
0.853900176943523,3.2,1.6,1.834846733002349
0.863564380695156,3.2,1.6,1.8051753593648439
0.8732285844467887,3.2,1.6,1.7701441365286181
0.8828927881984217,3.2,1.6,1.729267057878802
0.8925569919500544,3.2,1.6,1.681978153047327
0.9022211957016874,3.2,1.6,1.6276080940897182
0.9118853994533201,3.2,1.6,1.5653507074621247
0.921549603204953,3.2,1.6,1.4942133563062399
0.9312138069565858,3.2,1.6,1.4129402929704376
0.9408780107082187,3.2,1.6,1.319887984955621
0.9505422144598515,3.2,1.6,1.2128085537210471
0.9602064182114844,3.2,1.6,1.0884395147337307
0.9698706219631172,3.2,1.6,0.9416268223249782
0.97953482571475,3.2,1.6,0.7630752337014057
0.9891990294663829,3.2,1.6,0.5313933551378651
0.9988632332180157,3.2,1.6,0.14061460674260567
